,title,page_id,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,revert_count,discussion_count,quality
2641,James Connolly,168309,7837,1861,744,434,310,629,256,213,B
2642,Oscillation,22522,8305,908,570,286,284,519,181,43,B
2643,Common kingfisher,195181,7779,693,313,230,83,271,64,42,B
2644,"California, Missouri",122921,7920,385,164,118,46,131,27,24,B
2645,Mathematical physics,173416,7826,934,454,271,183,381,66,125,B
2646,Trepanning,162921,7851,1355,861,459,402,776,132,118,B
2647,Palembang,204226,7759,1224,564,340,224,483,53,50,B
2648,Simon Fraser (explorer),301693,7616,1131,602,292,310,518,264,36,B
2649,Paris Commune,59134,8040,2732,1184,712,473,1031,143,272,B
2650,World Intellectual Property Organization,33294,8374,923,427,283,144,385,94,98,B
2651,Princess Mononoke,24653,8257,3731,1663,769,894,1436,354,383,B
2652,Palace of Versailles,53316,8070,4987,2313,1057,1256,2027,789,275,B
2653,Antikythera mechanism,89732,7949,4266,2025,1082,943,1746,513,738,B
2654,Suspension bridge,47607,8121,3342,1569,709,860,1339,875,299,B
2655,Lie,229723,7711,5013,2685,1276,1409,2346,1252,401,B
2656,Jack Butler Yeats,16130,8307,319,215,147,68,193,30,9,B
2657,John James Audubon,16317,8269,2456,1210,661,549,1033,481,154,B
2658,Elijah,9840,8159,4035,1854,954,900,1587,637,276,B
2659,Disneyland Paris,76286,7977,2865,1465,696,769,1243,434,82,B
2660,Seabiscuit,219112,7729,1802,943,444,499,802,325,63,B
2661,Aflatoxin,177303,7818,754,456,309,147,394,53,47,B
2662,Cotton Mather,7104,8262,1853,859,474,385,731,277,133,B
2663,Radha,100225,7935,2535,913,474,439,758,263,155,B
2664,IPod,89847,7949,13951,6188,2989,3200,5285,2573,2207,B
2665,Dan Simmons,8875,8252,673,425,276,149,378,40,48,B
2666,Resident Evil,52820,8073,7531,3495,1238,2257,3004,1017,479,B
2667,"Pearl, Mississippi",122414,7920,533,250,168,82,215,39,16,B
2668,"Barrington, Illinois",110941,7923,1470,641,343,298,542,137,35,B
2669,Jaroslav Heyrovský,143705,7907,229,161,133,28,148,9,14,B
2670,O. R. Tambo International Airport,106491,7924,3190,1278,554,724,1044,302,105,B
2671,Formula,164040,7848,793,518,297,221,462,192,77,B
2672,Macchi C.200 Saetta,176522,7820,606,203,162,41,168,17,44,B
2673,P. T. Barnum,160158,7860,2380,1371,718,653,1207,402,111,B
2674,Francis Scott Key,10937,8366,2827,1493,743,750,1311,751,106,B
2675,Pigeon racing,233930,7704,1022,538,299,239,449,107,66,B
2676,"Denzil Holles, 1st Baron Holles",197353,7774,271,107,92,15,83,5,25,B
2677,Chernobyl,6100,8354,3790,2178,1165,1013,1930,770,459,B
2678,Pot odds,23163,8158,367,168,76,92,143,51,70,B
2679,Ptolemy IV Philopator,84101,7960,363,199,156,43,170,12,28,B
2680,James Baldwin,176935,7819,3549,1792,927,865,1517,495,182,B
2681,Milk,19714,8353,5024,2332,1606,726,1950,804,1285,B
2682,Corrosion,155443,7874,2414,1341,618,723,1185,640,63,B
2683,Algonquin Provincial Park,289884,7632,1033,488,304,184,410,106,78,B
2684,Zazen,164632,7846,516,305,203,102,269,35,39,B
2685,Tomb Raider,30361,8372,3436,1593,720,873,1385,443,235,B
2686,Amplexus,242394,7690,171,107,84,23,97,14,21,B
2687,Thermal depolymerization,213682,7739,627,303,169,134,256,45,201,B
2688,Glyphosate,294295,7626,3773,993,623,370,793,422,3707,B
2689,Melody (Spanish singer),150641,7887,666,180,118,62,152,18,53,B
2690,Albert A. Michelson,92733,7945,925,544,375,169,469,89,97,B
2691,Work function,53954,8066,471,265,128,137,239,33,47,B
2692,Miroslav Klose,201840,7764,5702,2574,966,1608,2185,873,187,B
2693,Austrian Armed Forces,67549,8159,1077,562,310,252,480,87,100,B
2694,Eastern Bloc,97477,7941,2667,1013,606,407,846,214,895,B
2695,David Copperfield,63110,8013,2576,1099,581,518,959,357,354,B
2696,Conflict of laws,23693,8158,670,325,229,96,274,28,46,B
2697,Civil Service (United Kingdom),65461,8006,844,433,278,155,375,117,96,B
2698,New York Giants,21757,8295,7391,3134,1408,1726,2672,1587,327,B
2699,Anne Brontë,2029,8158,1059,564,395,169,500,73,52,B
2700,Osprey,146237,7899,2673,1268,696,572,1093,552,170,B
2701,Music of Hungary,247110,7683,573,298,186,112,257,34,49,B
2702,Stevie Nicks,36648,8159,6253,2621,1172,1449,2186,704,290,B
2703,Niihau,39688,8165,1153,574,353,221,506,88,136,B
2704,Belmont Stakes,62398,8017,1468,613,368,245,513,86,52,B
2705,"Voorhees Township, New Jersey",125102,7920,634,258,133,125,223,56,12,B
2706,Big O notation,44578,8294,2672,1276,603,673,1118,409,682,B
2707,Peronism,242379,7690,1027,523,316,207,446,115,122,B
2708,Rajneesh,186224,7797,6954,2196,1032,1164,1858,1073,2786,B
2709,"Modesto, California",108259,7924,3684,1770,819,951,1485,365,178,B
2710,Muscat,57053,8049,1530,906,549,357,802,138,147,B
2711,Peenemünde Army Research Center,25134,8194,480,327,246,81,297,17,34,B
2712,Seymour Cray,29103,8240,804,454,293,161,396,104,63,B
2713,ß,198274,7772,1954,920,513,407,821,187,357,B
2714,Lauren Bacall,261087,7664,3548,1579,887,692,1322,290,175,B
2715,Prime number theorem,23692,8364,957,428,266,162,348,106,227,B
2716,"Gillespie County, Texas",91580,7946,376,181,153,28,158,9,18,B
2717,Second Battle of Bull Run,54492,8063,2157,1062,443,619,921,580,120,B
2718,Krull dimension,56079,8053,199,96,75,21,88,10,17,B
2719,Judy Blume,16496,8220,1936,1174,556,618,1063,443,130,B
2720,Leslie Cheung,204766,7758,2584,937,550,387,773,202,197,B
2721,Mexican cuisine,20167,8304,4711,2334,987,1347,1999,1019,137,B
2722,Mitzvah,231394,7708,550,312,205,107,278,57,33,B
2723,Vorbis,32489,8305,1663,983,526,457,887,99,207,B
2724,John Nash (architect),102566,7930,953,318,240,78,280,31,41,B
2725,John Travolta,54174,8065,5304,2854,1616,1239,2450,1021,584,B
2726,Civil war,7085,8263,3780,1977,1026,952,1698,1229,833,B
2727,"Fredonia (town), Wisconsin",260599,7666,83,43,36,7,35,4,6,B
2728,Iraqi dinar,246612,7684,1444,636,336,300,521,161,270,B
2729,Doctor Dolittle,182155,7807,572,373,242,131,333,48,61,B
2730,"Wilson, Arkansas",107146,7924,182,95,85,10,83,4,13,B
2731,Minute Maid Park,281603,7641,1366,768,408,360,659,137,88,B
2732,Computer Go,227021,7716,1023,493,284,209,418,40,142,B
2733,"Alfalfa County, Oklahoma",92118,7946,313,150,127,23,126,7,20,B
2734,Kauffman's Distillery Covered Bridge,85004,7958,83,48,45,3,44,0,11,B
2735,Bill Watterson,4032,8358,2006,1157,612,545,1016,333,140,B
2736,PlayStation 3,24951,8223,20874,6973,4079,2894,5551,3790,4873,B
2737,Joseph de Maistre,213143,7740,1064,425,242,183,357,78,303,B
2738,Scheme (programming language),28119,8310,1833,822,449,373,721,87,199,B
2739,Iblis,15514,8159,1989,773,380,393,673,240,149,B
2740,Pinnacles National Park,215266,7736,533,265,194,71,222,44,28,B
2741,"Germantown, Maryland",145050,7903,1382,452,249,203,382,104,26,B
2742,Coco Lee,306152,7610,2609,817,447,370,648,127,330,B
2743,Massively multiplayer online role-playing game,20844,8218,7186,3611,1450,2161,3176,1728,973,B
2744,Charles Bronson,208200,7750,3010,1581,853,728,1360,512,246,B
2745,Yom Kippur,34382,8228,3570,1836,851,985,1608,1369,465,B
2746,One China,66739,8001,1621,707,420,287,582,193,283,B
2747,Chinatown,38972,8168,4991,2096,997,1100,1778,379,322,B
2748,Nature versus nurture,39807,8165,2789,1311,615,696,1119,640,442,B
2749,FIDE,11146,8315,919,475,346,129,406,82,149,B
2750,Science and technology in the United States,199804,7769,512,311,191,120,271,68,53,B
2751,Perturbation theory (quantum mechanics),297069,7623,590,306,159,147,263,33,74,B
2752,MacOS,20640,8306,7869,2989,1753,1236,2481,1107,2872,B
2753,Salvinorin A,143843,7907,694,338,223,115,280,59,104,B
2754,"Upper Saddle River, New Jersey",136901,7917,431,197,121,76,175,36,7,B
2755,M40 motorway,232186,7707,873,343,210,133,288,91,34,B
2756,Eugène Viollet-le-Duc,9658,8358,840,358,249,109,320,47,32,B
2757,The Turner Diaries,191134,7788,1546,766,442,325,644,191,190,B
2758,Megafauna,162780,7851,2853,853,421,432,681,195,260,B
2759,ECHELON,9282,8551,1899,1055,567,488,934,220,265,B
2760,Tony Hawk's Pro Skater,289874,7632,1285,710,344,366,604,157,58,B
2761,Barnabas,4607,8263,1123,650,410,240,556,150,59,B
2762,Trance music,30900,8296,4840,2324,836,1488,1966,531,680,B
2763,Everton F.C.,91155,7947,14613,5375,2089,3286,4454,2705,513,B
2764,Kiteboarding,191863,7786,2765,1248,562,686,1057,303,135,B
2765,Amor De Cosmos,237700,7699,416,244,161,83,210,58,36,B
2766,Turntablism,232674,7706,1265,604,323,281,523,133,114,B
2767,An Enquiry Concerning Human Understanding,1756,8341,283,171,118,53,160,13,49,B
2768,"Cass County, Indiana",96140,7942,226,140,119,21,124,5,9,B
2769,Hypergeometric distribution,180841,7810,647,345,188,157,298,33,56,B
2770,Charles Dickens,5884,8283,9741,3739,1963,1776,3016,2040,1658,B
2771,Delirious?,241781,7691,1129,454,244,210,384,113,52,B
2772,Wind shear,223992,7721,543,270,181,89,250,71,108,B
2773,Trigeminal nerve,243325,7689,567,331,199,132,291,123,51,B
2774,Cotonou,56647,8050,506,306,233,73,277,34,31,B
2775,Rallying,52245,8335,1271,685,368,317,600,176,132,B
2776,Fuerteventura,11475,8268,1096,623,330,293,538,81,35,B
2777,Phonon,85754,7957,865,495,288,207,431,57,126,B
2778,Business school,43355,8549,1577,726,393,333,608,172,64,B
2779,William Rowan Hamilton,39817,8164,1428,691,451,240,600,174,120,B
2780,Reelin,62810,8014,893,174,142,32,141,20,82,B
2781,Pécs,211931,7743,1217,638,382,256,540,41,25,B
2782,Benazir Bhutto,193737,7782,7950,2903,1613,1290,2417,930,886,B
2783,Liverpool,18081,8327,8199,3094,1792,1303,2568,1252,1166,B
2784,Bill Haley & His Comets,51917,8277,1333,600,353,247,503,151,104,B
2785,Arizona State University,1859,8314,5696,1990,1041,950,1643,696,309,B
2786,'s-Hertogenbosch,50338,8206,954,534,356,178,460,46,37,B
2787,University of St Andrews,181348,7809,3918,1640,716,924,1336,314,185,B
2788,Iridium,14752,8371,2473,1037,585,452,900,363,296,B
2789,Dispensationalism,186758,7796,3220,1019,549,470,832,203,408,B
2790,Sinmara,88756,7951,147,73,60,13,65,6,30,B
2791,The Pirates of Penzance,46667,8126,1830,593,338,255,504,157,186,B
2792,Bull shark,277607,7643,2907,1510,667,843,1308,760,185,B
2793,Anubis,3027,8159,4494,2233,917,1316,1926,1232,220,B
2794,Epipalaeolithic Near East,10259,8233,311,133,119,14,116,11,42,B
2795,Ragtime,26553,8198,2088,1046,511,535,889,364,120,B
2796,Ted Williams,31496,8203,3770,1855,878,977,1589,630,205,B
2797,"Topeka, Kansas",57708,8047,2683,1336,760,576,1148,419,202,B
2798,Ancistrus,184025,7802,316,193,134,59,167,27,19,B
2799,Circumcision and law,7447,8159,1146,367,260,107,298,152,525,B
2800,"Blooming Grove Township, Pike County, Pennsylvania",133580,7917,87,56,54,2,50,4,7,B
2801,Bolesław Bierut,61215,8024,752,280,196,84,246,20,49,B
2802,Peter Garrett,157428,7868,1670,804,450,354,675,326,202,B
2803,DuckTales,208067,7982,2905,1466,707,759,1269,377,130,B
2804,Thiomersal,221998,7724,1635,573,322,251,462,226,729,B
2805,Glacier,12463,8350,5610,2699,1219,1480,2282,1691,261,B
2806,Du hast,99024,7938,1102,751,344,407,689,192,69,B
2807,Dillo,151023,7887,429,242,152,90,212,27,65,B
2808,Alkaline earth metal,37411,8224,1564,755,377,378,662,339,94,B
2809,Twenty-first Amendment to the United States Constitution,70131,8540,1377,806,359,447,708,331,80,B
2810,The Economist,50449,8099,2997,1465,855,610,1239,305,528,B
2811,"Nome, Alaska",105566,7926,1331,776,457,319,699,150,64,B
2812,Pelasgians,82966,7962,2419,743,423,321,601,365,992,B
2813,"Morris County, New Jersey",93434,7944,1308,445,276,169,363,69,53,B
2814,Murder of Laci Peterson,213142,7740,1874,775,404,371,671,166,262,B
2815,Oliver Heaviside,22831,8190,979,465,323,142,408,83,89,B
2816,Omaha hold 'em,23174,8387,735,338,173,165,287,113,112,B
2817,Pope Gregory IV,24195,8308,234,179,139,40,168,14,12,B
2818,Ross 128,205672,7756,334,158,134,24,131,17,19,B
2819,Paul Kruger,137007,7917,1020,532,341,191,466,74,87,B
2820,"Bass River Township, New Jersey",136905,7917,241,67,60,7,52,10,10,B
2821,"East Palo Alto, California",108107,7924,1001,445,262,183,370,99,59,B
2822,Herbie Hancock,38123,8177,2171,1228,682,546,1070,208,79,B
2823,E. Howard Hunt,302125,7616,1403,613,359,254,502,101,98,B
2824,Amusement park,137327,7917,2617,1520,743,777,1307,466,144,B
2825,"Romney, Hythe and Dymchurch Railway",142178,7912,1229,480,212,268,379,298,67,B
2826,Carbon nanotube,5320,8480,4181,2022,1008,1014,1716,525,345,B
2827,Love's Labour's Lost,67015,8000,694,406,254,152,359,90,68,B
2828,Bill of Rights 1689,38867,8174,2771,1456,641,815,1280,753,245,B
2829,Vandals,46516,8308,2554,1314,819,496,1141,523,301,B
2830,Cebu,160278,7859,3758,1479,622,857,1215,254,153,B
2831,Ghana,12067,8326,12444,5503,2442,3061,4704,2463,711,B
2832,Miami Heat,72850,7985,7416,3366,1328,2038,2830,1005,319,B
2833,Baker v. Carr,246769,7684,734,443,231,212,388,108,111,B
2834,Mary Mallon,71481,7989,2276,1345,635,710,1197,368,124,B
2835,Malpighiales,18970,8452,278,170,137,33,147,11,19,B
2836,A. P. Hill,204984,7757,675,327,211,116,284,90,72,B
2837,Cigarette,38327,8176,6073,3204,1590,1614,2782,1105,863,B
2838,Lady Bird Johnson,216416,7734,2227,1129,610,519,968,288,149,B
2839,Henry Rollins,13820,8311,3205,1849,864,985,1643,334,187,B
2840,Quasi-War,25343,8159,1474,796,480,316,696,159,143,B
2841,Renée Zellweger,204352,7759,3792,1867,917,950,1589,462,145,B
2842,Thomas J. Watson,31408,8217,1024,597,343,254,514,131,54,B
2843,Antiviral drug,49197,8110,756,439,247,192,385,81,54,B
2844,Duck Hunt,8993,8229,1360,773,406,367,687,150,133,B
2845,Separable space,27855,8353,211,121,88,33,108,4,90,B
2846,Saudi Aramco,290527,7631,2274,1201,602,599,1040,251,105,B
2847,Liam Gallagher,178326,7816,5971,2844,1147,1698,2445,998,151,B
2848,Eulophia,218093,7731,155,73,65,8,63,1,4,B
2849,Tiffany Darwish,155720,7873,2008,1009,506,503,865,143,193,B
2850,Chromatography,6329,8323,3817,2010,748,1262,1789,1172,170,B
2851,"Chestnuthill Township, Pennsylvania",133316,7917,104,55,51,4,45,3,9,B
2852,Keller's Mill Covered Bridge,85005,7958,90,51,46,5,46,2,9,B
2853,Ben Hecht,62277,8018,1064,494,351,143,437,35,63,B
2854,Samael,174639,7824,1537,878,375,503,781,172,185,B
2855,Guttermouth,188509,7793,900,392,193,199,328,141,59,B
2856,Zwan,183771,7803,502,288,166,122,247,17,43,B
2857,"West Lafayette, Indiana",112633,7923,818,403,240,163,346,95,25,B
2858,La Palma,299761,7619,1062,566,346,220,491,92,88,B
2859,1964 Summer Olympics,83238,7962,1055,621,398,223,545,110,36,B
2860,Intact dilation and extraction,24560,8159,1410,574,304,270,485,186,413,B
2861,Ikara–Flinders Ranges National Park,101772,7932,222,111,89,22,87,18,20,B
2862,"Winslow Township, New Jersey",125104,7920,364,165,99,66,147,33,12,B
2863,Kobold,223630,7721,672,423,249,174,383,44,105,B
2864,Flash mob,287872,7634,2862,1327,626,701,1143,499,621,B
2865,Eleusinion,80611,7967,93,50,46,4,47,4,4,B
2866,"Stratford, Ontario",221706,7725,2128,1102,474,628,944,369,31,B
2867,John Zorn,86018,7956,2264,589,361,228,506,57,120,B
2868,Carmelites,43577,8146,1160,614,364,250,531,84,54,B
2869,Kalamazoo/Battle Creek International Airport,299424,7619,604,270,161,109,232,24,26,B
2870,Homosexuality and religion,26040,8299,2586,1186,671,515,982,322,363,B
2871,Lyngby-Taarbæk Municipality,145507,7901,158,99,81,18,93,2,10,B
2872,Saddam Hussein,29490,8204,13628,5257,3276,1981,4309,2655,4445,B
2873,Stoat,87851,7952,1734,994,536,458,879,311,73,B
2874,Quartz,25233,8317,3374,1680,809,871,1461,912,292,B
2875,Thermodynamic temperature,41789,8158,2234,342,234,108,286,177,455,B
2876,Cupronickel,187022,7796,548,302,181,121,256,42,45,B
2877,Sardinian language,27034,8448,3124,821,439,382,673,131,139,B
2878,Umar,80756,7967,7557,2824,1290,1534,2283,1594,990,B
2879,Brownian motion,4436,8290,1812,1064,564,500,949,284,168,B
2880,"Edward de Vere, 17th Earl of Oxford",10139,8250,3299,634,400,234,498,341,1501,B
2881,New Jersey Route 91,234578,7703,115,31,28,3,23,0,21,B
2882,Munich,19058,8287,7300,3193,1476,1717,2714,801,248,B
2883,His Dark Materials,37223,8183,3379,1601,787,814,1403,368,567,B
2884,Cherry,54773,8061,2821,1622,854,768,1431,741,122,B
2885,Qibya massacre,76952,8050,812,369,263,106,301,63,239,B
2886,The Limits to Growth,66618,8002,1219,564,345,219,482,174,244,B
2887,Zugspitze,289703,7632,589,317,226,91,279,56,46,B
2888,Holiness movement,261730,7663,1089,454,266,188,385,78,91,B
2889,"Rumson, New Jersey",125507,7919,1041,393,214,179,325,151,12,B
2890,Pauline Viardot,154676,7876,400,228,178,50,201,10,51,B
2891,"Loudoun County, Virginia",91295,7947,1508,711,433,278,598,151,31,B
2892,Christian IX of Denmark,85667,7957,1189,491,314,177,400,40,57,B
2893,Phenolphthalein,246173,7684,876,494,253,241,440,145,79,B
2894,"Fernie, British Columbia",236797,7700,690,288,172,116,252,47,18,B
2895,A-wing,50802,8270,419,198,144,54,177,22,21,B
2896,Dorothy Tutin,89458,7949,336,169,127,42,144,5,13,B
2897,Virgin Trains,183230,7804,2486,1010,493,517,815,562,134,B
2898,Qin dynasty,43461,8147,4905,2633,1164,1469,2299,1437,252,B
2899,New Orleans,53842,8370,8680,3482,1978,1505,2901,1105,1301,B
2900,Key West,109495,7924,2852,1308,727,581,1105,358,175,B
2901,Roger Corman,88887,7950,1584,843,496,347,733,64,45,B
2902,Lil Wayne,168540,7837,10952,3794,2651,1143,2923,1241,3712,B
2903,Julius and Ethel Rosenberg,179273,7814,4346,2115,1039,1076,1831,613,499,B
2904,"Westville, New Jersey",125223,7920,270,107,77,30,93,9,12,B
2905,Joseph Campbell,16315,8270,2753,1084,585,499,916,298,363,B
2906,Creativity,142910,7910,3790,1636,971,665,1391,598,377,B
2907,Hakka people,147448,7896,5443,1457,696,761,1153,206,476,B
2908,Journey into Space,180045,7812,476,195,121,74,164,11,21,B
2909,Andrew Carnegie,1938,8319,7804,3763,1653,2110,3162,1967,373,B
2910,"Parke County, Indiana",96084,7942,310,147,120,27,130,13,15,B
2911,Canadian federalism,221156,7726,984,257,171,86,222,79,68,B
2912,Peter Tatchell,265778,7657,2657,825,525,300,657,233,150,B
2913,Today (BBC Radio 4),162647,7852,873,368,231,137,312,26,64,B
2914,"Ridgewood, New Jersey",125001,7920,1422,591,307,284,487,216,22,B
2915,"St. Albans, Queens",64263,8009,561,204,125,79,186,26,20,B
2916,Robert Peel,45233,8135,2255,1146,633,513,990,301,102,B
2917,"Beatrice, Nebraska",123920,7920,549,265,179,86,220,50,35,B
2918,Gorilla,12546,8326,4258,1858,1076,782,1536,1094,931,B
2919,Tree decomposition,159023,7863,173,80,55,25,69,4,30,B
2920,Dietary supplement,104444,7927,1643,645,421,224,545,203,373,B
2921,J. Presper Eckert,74685,7981,468,291,183,108,260,93,20,B
2922,Percentage,64493,8008,1813,1056,523,533,935,484,182,B
2923,"Ramsey, New Jersey",124999,7920,796,320,195,125,274,108,14,B
2924,Tony Curtis,68375,7996,2291,1228,680,548,1060,193,107,B
2925,Basingstoke Canal,249583,7679,338,157,109,48,127,22,18,B
2926,First Sino-Japanese War,69972,7993,2718,1343,693,650,1152,305,177,B
2927,"1,1,1-Trichloroethane",302493,7615,249,147,115,32,126,8,32,B
2928,Koan,16862,8286,1230,618,377,241,540,112,346,B
2929,"Elkland, Pennsylvania",133900,7917,156,88,76,12,75,11,3,B
2930,Ghost in the Machine (album),231900,7707,767,447,250,197,400,117,19,B
2931,Motorola 68000,20270,8288,1225,628,363,265,544,80,367,B
2932,Sicily,27619,8389,7070,2945,1371,1574,2517,1109,459,B
2933,Back in Black,196945,7775,2862,1417,637,780,1222,557,187,B
2934,North Dakota,21651,8306,6162,3070,1489,1581,2657,1449,298,B
2935,Palestinians,23267,8299,8908,2200,1355,846,1702,1571,8554,B
2936,Ext3,39195,8169,821,484,267,217,436,46,128,B
2937,Bill Cosby,158894,7864,9629,4144,2427,1717,3392,1921,2426,B
2938,Sammy Gravano,181861,7808,1885,894,413,481,776,285,63,B
2939,Achewood,310619,7604,1601,827,327,500,704,157,157,B
2940,St. John's University (New York City),241054,7693,3387,1051,546,505,814,541,866,B
2941,Ray Charles,147311,7896,8753,4605,1807,2798,4013,2061,325,B
2942,Yo-Yo Ma,142550,7911,3861,2069,1032,1037,1803,914,153,B
2943,"Lansdale, Pennsylvania",133374,7917,705,365,197,168,301,100,22,B
2944,Egyptian language,46918,8125,2491,1281,669,612,1113,492,191,B
2945,River Tyne,145607,7901,831,457,281,176,386,113,89,B
2946,Ayutthaya Kingdom,165348,7845,2641,637,409,228,504,196,78,B
2947,Fluvoxamine,239873,7695,1593,539,303,236,424,112,130,B
2948,Scrooge McDuck,29378,8218,2704,1440,700,740,1263,345,231,B
2949,Aerodynamics,2819,8240,2870,1485,653,832,1284,924,114,B
2950,John Hurt,164390,7847,2871,1587,752,835,1363,240,111,B
2951,"I'm Sorry, I'll Read That Again",51914,8083,738,308,196,112,262,26,55,B
2952,Famicom Disk System,163805,7848,709,421,254,167,368,60,41,B
2953,"Covington, Kentucky",115276,7921,781,416,286,130,348,60,32,B
2954,Quantum entanglement,25336,8227,2785,1236,720,516,1061,320,1337,B
2955,Norman Lamont,180325,7812,723,384,257,127,326,38,89,B
2956,History of Sardinia,53254,8192,814,323,199,124,261,33,29,B
2957,Van Halen,127590,7919,9349,4091,1600,2491,3466,1362,596,B
2958,William Jardine (merchant),33701,8301,524,208,152,56,170,13,34,B
2959,Strobe light,299593,7619,499,307,180,127,272,90,41,B
2960,George Lakoff,46135,8129,742,436,291,145,389,43,107,B
2961,Sea of Galilee,69310,7995,1682,818,462,356,705,246,199,B
2962,Vancouver Canucks,73133,7984,9121,3526,1329,2198,2949,1856,386,B
