,title,page_id,doc2vec,quality
2029,Elizabeth Cady Stanton,43384,"[-5.4507117  -7.255698   -2.6784215  -3.7206953  -1.3838398  -5.374234
 -1.9970394  -0.15709552 -6.007296    0.0422424   0.83110034  2.798375
 -4.5770183  -0.65558785  0.29620713 -3.336633   -0.75900316  4.006244
 -1.529489   -0.4388443   0.31277773  0.10065793 -4.0963554  -1.0602695
 -6.1748395  -1.0885228  -0.8853268  -2.5772471  -1.1329553   3.9827974
  2.1347826  -3.4315708  -0.7491593  -1.2935386   1.5488046   1.1307616
  3.5489638  -3.5638454  -5.018854   -2.2334704   1.9718006   4.776471
  0.06579062 -0.12219989 -4.574052    5.182821    2.1746385  -0.49738675
 -0.07953376 -0.565499  ]",1
2030,Reigate,219796,"[-3.4747918  -5.0072637  -2.6017573   1.8257434   4.9214125  -2.3891332
  1.969567    1.697032   -1.0711734   1.6008059   3.1342747   0.03167558
 -2.9430733   6.509705    2.6283212  -2.7063615  -1.5196279   1.9436198
 -5.7197437  -1.1343982  -7.04367     0.74782795  0.19601886  2.885426
 -0.8443798   6.0366707  -2.3266876  -0.15053958  1.0631638   2.3837335
 -1.0268083  -0.750157    0.0076004  -0.20964547  2.0737367   3.3932579
 -2.3101258  -3.0512173   1.9277667   1.0652988  -4.221997   -1.2468315
  1.128321    0.05234099  0.8977056   2.2316813  -4.0056524   2.9827619
  0.8551991  -3.1602287 ]",1
2031,Selenium,27117,"[-1.875969   -1.7693725  -3.1247065   3.9611132   2.0589213   2.5772
  2.9673634   2.6906595   0.56702346  1.6356716  -1.5301485  -0.52516305
 -2.3205242  -0.6702863   0.23396346  0.677412    1.3952035   1.4135083
 -0.44061702 -4.508103    0.1811493  -3.0054934  -0.9353928   0.35790935
 -0.05024071  4.2132993  -2.3533869  -0.4326364  -6.6902485  -1.9138064
  2.219619    0.24637595 -0.19381036 -0.95904654  1.4258702   7.7055764
 -4.817659   -3.4421918   0.64065886 -1.7414829   3.957522   -6.4263186
 -1.6291041  -1.6999071   0.17290293 -1.5279995   1.477736   -1.2177973
 -2.327771   -1.1795335 ]",1
2032,Damselfly,65009,"[ 0.27908826  0.455038   -6.483525   -0.33133894  4.123503    1.7049916
  6.1996408   4.089363   -0.20473148  3.6580472   1.4199046  -2.533027
  0.4500746  -1.7899209   0.79111916 -4.5664663   2.5314395   1.7519804
  0.58513945 -5.5765653  -3.3287702   0.35524708 -3.0708466  -1.5183468
 -3.9218116   1.3165708  -0.23391783 -2.7031271  -4.7540097  -1.2174506
  3.0171192   0.7028447   0.61763686  2.8213325  -0.05428893  1.4792514
 -1.7538649  -1.8782977   0.7055267  -1.6121839  -1.5046256   0.40209767
 -2.938718   -2.6938024   6.968313    2.1477869   5.1697373  -0.20869945
 -0.7922765  -1.0480849 ]",1
2033,Singapore,27318,"[-1.1315225  -1.8985193  -0.7161637   5.0184784   1.4528944   0.49440825
  4.649422    1.4749109  -1.9813567   1.3274289   0.9602423   4.375465
 -1.2808057  -2.3728588  -2.1810973  -2.5492835   2.2803645   0.19709814
 -2.6491525   0.606556   -2.0190358   2.4096758   0.34644708 -2.829694
  3.2790852  -2.514732   -1.5134128  -3.5699902  -0.7718506  -0.27248096
  0.8211121  -0.95330745 -0.09728234  3.0313177  -2.2569547  -0.4182339
 -5.0377355  -0.24628095 -2.921023   -3.1705556  -2.906623   -2.0423121
  0.8446678  -2.8015735   0.9168404   1.5423752  -5.051004    1.1222289
  1.235835    0.3421253 ]",1
2034,Falkner Island,63946,"[-0.81782174 -0.9055681  -2.3233674  -0.8163315   2.2203026  -1.4293385
  1.1028327   1.743388   -0.00945809  1.3221782   0.71372277  0.54468864
  0.34120974  0.32019383 -0.31174117 -1.6695322  -1.0442462   2.179602
 -0.18571769 -2.139128   -0.6004977   0.9409957   0.56989247  0.1584257
 -0.5141946   2.5223765  -0.12831374 -1.8643275   0.3865938  -1.9947006
  1.3668246  -0.8931158  -1.8539321  -1.8452958  -1.7714219  -0.04155213
 -1.1117195  -0.80056196 -1.016321    2.1265612   1.0363476   0.99980605
  0.58953065 -2.5789087   0.17311797  1.0196468   0.04276518 -0.04211587
  0.20202066 -0.563129  ]",1
2035,Phish,24969,"[-5.9347072e+00 -2.3620043e+00 -3.0460746e+00 -8.3438950e+00
 -4.4655457e+00  1.5111794e+00  1.9752165e+00  1.5679966e+00
 -2.4913208e+00  2.5191858e+00  3.2333663e+00  1.4134005e+00
 -1.5139501e+00 -2.0237246e+00  2.3692143e-01 -1.7682502e-01
  2.3516719e+00  2.7165943e-01  8.1851399e-01 -5.9873264e-02
 -2.1184248e-01 -4.6619496e+00  4.0695276e+00  4.7987580e+00
 -1.3156271e+00 -7.6484896e-02 -1.9701210e+00  3.0155449e+00
  1.0925196e+00 -3.0257719e+00  5.0887298e-03 -2.0199974e+00
 -4.1228843e+00  1.1350650e+00 -2.8201008e+00  2.5584323e+00
  2.4091840e+00 -3.1712770e+00 -9.4407165e-01 -2.0319114e+00
  1.3909240e+00  4.3189099e-01 -2.0420640e+00 -2.2772377e+00
  1.5172834e+00  6.4327496e-01 -1.1031525e+00  9.5557511e-01
 -8.5503727e-01 -2.0345056e+00]",1
2036,Tet Offensive,218181,"[-8.279152    2.8028014   4.1982374   1.531151   -4.923922   -4.818873
  2.8036468  -1.1925441   0.3226167   5.017133    1.219669    6.7185493
 -3.2840664  -4.6804504   4.93974    -3.0816941  -2.9493337   0.80441964
  3.274797    2.8166304  -2.6043417   0.3242843  -2.002851   -2.8610342
  2.5035303  -0.14745978 -2.5077279  -7.2264686   4.448194   -0.16891146
 -0.69049466  3.868859    0.9942107  -4.7156653  -1.7442338   3.5438075
 -1.3267474   0.62781584 -1.9616549  -2.2990973   4.2318306   3.1949677
 -2.4094565  -3.8903804   0.1476077   1.2000335  -0.40740782  5.818356
 -1.8254068   5.9859962 ]",1
2037,Leo IV the Khazar,73953,"[-0.72228974  0.08639456 -1.3156548   1.8588102  -1.1036117   1.1740664
  0.4503492   0.80786455 -0.6789651   0.40915307 -0.27133918  0.09349122
  1.3463428  -0.25480166  0.7001167   0.30524826  0.13820194  0.72939545
  0.74534035  1.0583344  -1.0807405   0.5693697  -0.74905944 -0.09885523
  0.3439411   0.33609092 -1.3119484  -0.6276746   0.90063673  1.0693867
  0.98162806  0.4076463  -0.85710424  0.0552423  -0.17559053  2.510032
 -0.6562027  -1.063541    0.01472308  0.77536744 -0.44241634  1.0547574
 -0.8884641  -1.0454226  -0.06873452  1.3465515   0.00356244  0.62159526
  0.41820183 -0.08999276]",1
2038,Cher,80696,"[-4.268952   -2.5544     -2.3230054  -4.379515   -5.678176    2.5609326
  1.4920169   2.3254066  -4.727528    5.7662845  -0.41825125  6.303041
  1.566963   -4.96059    -3.3308108   0.3638308   1.3876361   2.7423646
  0.09474114  1.9286964   1.7551739  -3.499208    1.1544348   0.63923407
 -4.185401    0.77867264 -4.3503947   2.8024378   2.3721826   3.856642
  1.1644614  -0.9769122   0.7749384   3.7539957  -1.5393795  -1.0709057
  0.7547355   1.5177448  -5.189774    0.10955144  1.4240428  -2.1878822
 -3.2461214  -3.0922582  -0.09117376 -1.312018    1.5542616   0.42208162
  3.7632532   0.53012097]",1
2039,Oak,39696,"[ 0.999531   -1.7379149  -9.492954    0.57694495  0.46174815  1.7721245
  3.05835     3.550361   -2.4180171  -0.3918017   0.7059215  -2.4384246
  1.3213861  -3.1026742  -3.0081503  -0.95093304 -0.08325916  1.729303
  0.7705811  -2.2936397  -2.1049726  -0.33531454 -1.9563985   0.0911339
  2.355263    1.2337469  -3.22652     0.3103267  -3.5234606  -3.5927546
  4.0067134   0.74430054 -0.24180016 -0.43931928  0.68728346  2.844534
 -0.21456222 -2.3743634   1.2343816  -1.7259117  -2.1793664  -1.0159389
  2.1411493   1.476851    1.8367743   3.623952   -1.5060349   1.1413355
  2.127715    2.8657377 ]",1
2040,Motivation,232495,"[-3.650284   -5.3449144  -1.4693221  -0.99455166 -7.867581   -1.4669143
 -2.1669726   0.9245386  -4.697784    4.888923   -2.1651788   2.062679
  2.5337873  -3.7927673  -0.46399704 -0.71318334 -1.7653546  -2.5030136
 -1.0002666  -2.9481168  -6.4097857   0.8388557  -1.1682183  -3.107326
 -4.356572   -1.4383347  -3.6858895  -4.048311   -4.5285573   1.5690262
 -0.4907908   4.2938156  -3.5581253  -2.2581441  -1.0372944   7.397842
 -5.9235754   0.4022956   0.06076283 -8.344697    1.0788552  -1.360451
  0.3166928   3.4927084   0.3479579  -3.1763382   4.34913     2.5253744
  2.2007842  -2.539618  ]",1
2041,The Castle of Cagliostro,89629,"[-5.1523495  -1.4850262   1.1827421   2.4589915  -0.6960589   3.536486
  0.17576458  1.4617902   1.2696913   1.1423674   1.2671003  -0.43270603
  3.4172049  -2.6842778  -1.0005093  -2.3698332   0.51569146 -3.0255647
 -0.15408175 -2.3450415   1.1825019  -1.8425549   2.3713293   2.5108726
 -1.1775608   0.4732045  -2.5801563  -1.5811551   0.6731204  -0.10147194
 -2.8610866   2.4835424   3.8677933   4.6155367  -2.3400216   2.4186227
 -3.1794827   2.797549    1.5383226   1.7935202  -3.219066    3.379924
  0.51065767 -7.719029   -3.4059038   2.3576953  -0.8490852  -1.8077791
  1.531783   -5.8197885 ]",1
2042,Self-harm,150374,"[-0.6745236  -3.488839   -1.6314933  -2.9764895  -3.9401245   1.5593091
  2.536986    1.4907554  -5.515499    3.70768    -3.183144   -2.5067575
  2.1654608  -1.5427592  -0.9957045  -0.574481    0.6156992  -0.39178783
 -1.5466753  -1.514043   -1.4635221   0.1897722  -0.6409207  -2.621511
 -2.9549308   0.9351654  -5.409314   -0.2938991  -3.0642955   1.0313052
  1.9941664   3.971978    0.526715    0.45089948  1.5562507   6.8278418
 -4.943318   -0.974053   -3.3960342  -5.635728    0.52137333 -0.6876524
 -0.30227977  1.3766944  -0.22251557  3.8737397   2.0649087  -0.5706645
 -2.981855    1.472595  ]",1
2043,Louis Braille,61410,"[-1.5827934  -2.497764   -1.688594    0.9491659  -0.13234587  1.7096089
 -0.14493024 -1.5044637  -4.1351957  -0.21560898 -0.8737751  -0.47038972
  0.4179649  -0.1497358  -1.3419198   0.78379464 -0.6954884   0.28388503
 -4.678904   -0.23002693 -1.9483682   1.3145739  -3.0990112   0.8630793
 -1.3700432   1.5254836  -5.223566   -2.4705243  -2.0069263  -1.2937062
  1.1176116   1.2489998   2.4933355  -0.35478848  2.4480844  -2.7347748
  3.7420998  -2.393838   -1.340906    1.4420911   1.8452873   1.6363004
  0.9821161  -0.4222833  -3.07225     1.427944    1.2194252   1.9935622
 -0.81173456 -4.00079   ]",1
2044,Press Your Luck,60911,"[-3.0428073  -2.144025    0.02049026 -0.19867665 -0.99189717 -0.38948858
  2.9783742   3.9476025  -2.4304469   3.2374787  -0.11066139  2.2387216
  2.5451794  -3.5920253   4.7564783  -0.97918904  3.3127532   2.5746322
 -0.59060997 -2.39933    -1.0374064  -1.0365614   2.4054573   5.0728974
  3.752992   -2.4720142  -0.7989886  -0.96970063 -0.38189903 -0.60280925
 -2.6733675  -0.98705417 -0.5525907   3.6461227   1.1111668   1.3579575
 -0.73016    -0.1632526   0.3940403  -1.6712774   1.1390487   2.5684128
 -2.3070474  -2.2958634   0.03719069 -2.1986282   1.141      -2.045242
  2.9476128  -5.749465  ]",1
2045,Harmonic series (mathematics),142488,"[-4.909481   -1.2826225   0.7685361   1.262164    0.57911813  0.38240188
  3.9428666   2.921169    1.1326668   1.5805193   2.906093   -0.927965
  3.0395339  -3.2755163   0.8241711  -1.0949111   1.0300848   3.0517333
 -0.8171559  -0.2509731  -6.9972744   2.2307537   0.08244798  1.691862
 -0.19068518 -2.350232   -1.4735215  -1.3126659  -0.96988946 -1.8991722
 -0.12216622 -1.1257923  -0.26944652 -0.7726586   5.413594    5.9806113
 -0.05625402 -1.211187    3.8398788  -2.1753538   2.8687668   1.5364065
  1.3994073  -0.85012746  0.58163786 -2.457189    1.112435    1.875627
  4.568519    0.3486084 ]",1
2046,Severn bore,51655,"[ 1.5523456  -2.4937744   0.29284954 -2.238597    1.3241018  -0.1726024
  1.9080983  -0.6667225  -0.8938915   0.49774697  0.5323198   1.7874664
 -3.83616    -0.46509057  0.8505893  -2.5406246   0.13792858  1.6174549
 -1.8173766   0.29818487 -3.4605927   1.1996833  -1.0141858   0.31408
 -0.37338945 -0.20316806 -0.72861356 -0.34108645 -2.394175   -0.70582664
 -1.5773124  -0.948698    1.1754352  -0.78970546 -1.8814508   3.6626534
 -0.84605306 -2.6807885   2.8197217   2.2909644  -3.7089539   1.4561518
 -0.633445   -2.9034736   0.8304079   2.2136846   2.055648    1.9995629
  1.4921949  -0.24557222]",1
2047,Sleipnir,27881,"[ 0.90932006 -0.19257994 -4.0202866  -1.2470016   1.2205415   0.5873578
  2.2817886   2.1402688  -3.9530857  -0.41877133 -1.8027431   0.7308792
  0.43962196 -0.43845937  2.6366887  -1.403159   -1.9112469  -2.1536696
 -3.6128328  -2.5367875  -3.2929869   4.8294415  -3.151567    1.0198793
 -1.3654228   0.8507572  -1.8912747   1.3146012  -3.191268   -1.3649967
  0.86227995  2.006191   -1.9421918   2.4225824  -1.4789774   5.1549015
 -0.64331156 -1.2539693   2.7117054   1.4865197  -1.5637295   5.0458965
 -1.7477529  -5.081412   -2.3060303  -1.0429404   0.2986243  -1.3409463
  6.030827    1.9986151 ]",1
2048,Lothlórien,64039,"[-4.0585798e-01  3.2172874e-01 -2.9249854e+00 -1.9057274e-01
 -1.7487708e+00 -1.5174818e+00 -1.5909683e+00  2.0352504e+00
 -1.8042811e+00 -1.4634795e+00  2.8050897e+00  8.9282387e-01
 -1.5928653e+00 -7.4654734e-03  2.0180211e+00 -2.6507146e+00
  1.2330501e-04 -2.8068643e+00 -1.1650826e+00  3.4702972e-01
 -4.3612218e+00  2.1032159e+00 -3.6490314e+00  9.3579628e-02
 -9.9389422e-01  4.1301948e-01 -1.3216153e+00 -1.7196943e+00
 -1.9943001e+00 -2.9117155e+00  4.7920677e-01  1.4543523e+00
 -1.4476447e+00  1.2116737e+00 -1.0533352e+00  3.7794092e+00
  1.7898428e+00 -1.2894354e+00  2.8667152e+00  2.6319828e+00
 -5.2320199e+00  3.7920873e+00 -1.6487774e+00 -3.1051531e+00
 -3.0609863e+00 -5.4162031e-01  6.2263024e-01 -2.0562541e+00
  2.7837794e+00 -8.6420965e-01]",1
2049,Battle of Marston Moor,68771,"[-2.6747932  -1.6425272  -0.86969364 -4.7134323   3.5657902  -4.6642866
 -0.07040375  0.46186304 -2.1978807  -0.09757458  0.2703238   3.3335545
 -5.01236    -1.7359754   5.3397875  -1.8744001  -1.1460686   2.193903
 -2.491125    3.5453436  -5.1139894   2.603806   -1.827403   -3.3614388
  0.37218353  7.295672   -0.74340624 -3.6008573   4.080334    2.2674842
 -2.248157    6.125582    0.24837342 -4.763496    2.1655576   6.706728
  5.11463    -0.735967    4.4675765  -0.5318469  -4.304279    6.7241354
 -1.9383837  -3.9694757  -1.3236457   6.024823    3.230406    1.6402149
  1.6778029  -1.5685667 ]",1
2050,King Kong vs. Godzilla,11988,"[-4.609442   -1.4560053   2.3443947   1.03533    -2.1980746   1.8636503
  2.169062    2.4983125  -1.1570566   1.2774935   2.053552    2.2531788
  3.7148926  -5.259315   -1.4962767  -0.9360005   2.445047   -1.0551865
 -0.9123134  -3.0502594   3.0543597  -3.859822    0.26083818 -0.6117846
 -2.8699284   0.22884153 -2.464932    0.666773    0.06201802  0.61502457
 -2.0673048   0.57147735  3.455083    1.8330005  -4.896592    2.7026534
 -3.1024203   1.5236008  -2.2999506   4.7714033  -1.7026823   5.2552643
  1.6156173  -6.748427    0.22989719 -0.02700708  1.4675655  -1.9839079
  1.10863    -3.6808686 ]",1
2051,American Airlines Flight 191,246673,"[-6.7963295  -1.5952029   2.6965775  -3.1524212   1.7909418   1.2166916
  2.598121    3.4259665  -2.2137551   0.67411023 -4.6493893  -0.63800704
 -3.7436996  -1.7268229   0.33543655  3.9663937   0.12320595  2.9462354
  0.7579154   2.7507539  -2.572588   -0.21800949 -2.7042387   1.7545267
  1.013593    2.788905    0.02629017 -1.273438    0.11030303 -1.1742674
 -0.8119206  -1.5238482   2.0717063  -1.1542355   0.13653998  1.7852081
 -4.1888213   1.8656005  -4.2007837   0.36127633  3.5582588   2.9889383
 -2.3878372  -1.8381754   3.963642    2.1290555   2.6602266   2.926584
  0.92742956 -2.6490133 ]",1
2052,Kashrut,16881,"[-2.509693    0.09400313 -9.464907   -0.11404726 -0.15064792  2.92754
  2.8909795  -0.73491263 -4.6746917   2.2256386  -2.8501081  -1.5515983
 -1.2420839  -1.6702559  -5.173315   -0.24656036 -2.484289   -0.15878801
 -3.0242121  -4.3472204  -1.3597326   0.9026078   2.2186995  -0.5117995
 -3.6163945  -2.1860335  -0.16553538  0.6490787  -6.0429406   1.0492374
  7.8270817   3.8660564   1.663801   -0.69742787  0.97710305  8.828092
 -4.259697   -1.6579827  -3.157682   -2.9454257   0.01310934 -2.7977803
  4.649239   -0.34494975 -4.481054   -0.41428733 -3.4292533  -0.6776956
  2.1428838   2.1490757 ]",1
2053,Theodore I Laskaris,74219,"[ 0.758934    1.0510609  -6.3845387   6.603389   -1.9985222   1.8107514
 -3.4811664   0.4516178  -1.6336416  -1.7952377  -1.822147    0.68900216
  3.119197   -3.4985878   2.6885142   0.7991924  -0.30746394  2.67186
 -2.4243972   3.979321   -3.7688158   0.25749138 -1.7812178  -2.979985
 -0.9450951  -0.18735373 -1.2307503  -3.6034138   5.4991064   3.9385157
  3.361443    2.8225412  -3.1006637  -0.83406734 -1.8861313   8.123886
  1.4423755  -5.843931    0.24731387  0.02825714  0.24515453  6.1228623
 -0.5501521  -3.868045   -2.019335    3.5555105  -0.91474473  1.5666333
  1.681963   -1.808245  ]",1
2054,Bifröst,4055,"[-0.07127903 -0.15466972 -1.6874384  -2.0895221  -0.50741005  0.70802546
  0.14739855 -0.41307262 -1.6867981  -1.855723   -1.3676189   1.6276431
 -0.38442594  0.20100373  1.2540636  -1.701556   -0.30303198 -1.3454072
 -0.63346374 -1.5291822  -2.7187998   2.434576   -1.8343337   1.1039176
 -0.4372842  -0.37330186 -2.2262585  -0.39733404 -2.5933383  -2.7706501
  1.5956124   0.79565847 -1.7670928   1.2459302  -1.9676759   5.494575
 -1.3300936  -0.53151095  2.4276762   2.4366615  -1.0833378   2.2103763
 -0.5230893  -2.5663693  -1.4562379  -1.0400131   0.5811273   0.04082869
  3.3517003   0.76575243]",1
2055,Atom Heart Mother,271068,"[-3.8998046  -2.61464    -0.8849367  -6.2279005  -0.8425631   1.2336464
  0.9089462   1.2889826   0.35267043 -0.69543153  1.190149    2.085281
  0.10103782 -2.0084062  -1.6411483   1.726396   -0.648806    0.96997625
 -1.0237828  -0.08954699 -2.4802728  -2.8296688   2.6991112   2.0175893
 -1.1543103   3.3346481  -1.6734277   2.129524   -1.23663    -1.4107981
  1.3306979   0.2157851   0.7582108   0.75730777 -1.2929988   2.4222696
  2.6560998  -3.5785985   0.8201863   0.16264229 -2.3122132   0.5320215
  0.70062226 -1.7783799  -1.4579116  -1.4746778   1.6697143   1.5380477
 -0.27162504 -2.024709  ]",1
2056,Dunstan,8958,"[ 1.6649523  -1.2977092  -4.696875    1.0371213   0.21436684 -0.21500333
  1.1464227   0.71220565 -2.7007647   0.79182863  0.71488476  1.4081783
 -0.30074036  3.8678372   0.90029174 -1.8379364  -1.6813267   1.4705522
 -3.8214307   4.5213075  -5.7304125   2.7947564   0.11114493  0.6061917
 -3.5566623   5.3736267   0.14799741  0.23776822 -0.8258974   1.9677138
 -0.7543145   2.8307548  -3.0544808   1.3558326  -0.98813945  4.419338
  1.5375065  -3.293506    0.2343852  -0.7189096  -2.5401163   2.3594215
 -0.17243972 -2.2164454  -2.6353376   1.835253   -0.00847081  0.8925289
  2.4833322  -1.4689933 ]",1
2057,Yes (band),43975,"[-6.7117467  -3.1065133  -3.698239   -5.879022   -3.2110834   1.4693562
  2.7006269   4.375841    1.8980643   2.5746555   2.6939793   1.7337208
 -2.1761322  -3.435494    0.7243273  -0.2721604  -0.49797523  1.6491764
  1.2818882   2.3760955   0.56970423 -5.540109    0.18966064  8.181646
  1.5113049   5.3347497  -2.762119    3.331584    1.3311105  -3.4716563
 -2.5629263  -1.4961989  -1.4333532   1.5106989  -0.6660844   0.94157106
  4.441299   -3.940573    0.11370227 -5.3987503  -4.4853      2.812571
 -1.1980473  -2.5094526  -1.30098    -0.6681234   3.2725148   4.037605
  0.10022429 -2.207481  ]",1
2058,Alexander Hamilton,40597,"[-5.3844633  -3.4132156  -2.9080846  -0.17711262  2.0064442  -2.568689
 -4.8142223  -1.7020218  -0.99415815  0.16583917 -2.3462136   3.5636406
 -4.523647   -1.5859381   1.6619248  -1.6606629  -1.6039138   4.8519826
  0.48515832  1.3586448  -0.5195734   0.10507829 -0.89010704 -0.28292805
 -3.742913    1.6830368   0.2548237  -2.961102    3.2944696  -0.39282092
  1.8103858  -0.49310446 -1.908394   -5.460957   -0.6374286   2.9563189
  3.8278677  -0.08007701 -2.1013107  -2.4666758   1.2839737   3.9763463
  2.159738   -1.4625094  -3.9163609   7.4157715   5.0771375  -0.27870834
  1.0340388   0.84979224]",1
2059,Sophocles,26984,"[ 0.99175364 -3.7883658  -1.6188163   3.1748843  -0.97089094  0.25108954
  0.22273086  1.5322504  -0.21613918  1.0083879  -0.9934346  -0.14380188
  5.627476    1.556322    2.1111753   0.6885793   4.34936    -1.3538004
 -1.5210465  -2.0275698  -0.563018    0.64749837 -1.5397174  -2.6878068
 -3.8532476  -2.356456   -4.8179197  -2.060114   -0.24518673  1.794945
  0.2945407   4.0240397  -3.7399292   1.9272195   0.8406403   4.216809
  1.3269907  -4.0723023   2.2887318   0.87773764 -2.544598    4.4547124
 -1.7091141  -5.4730177  -2.5162716  -1.6043997   3.2666564   0.9232183
  4.371709    0.8642557 ]",1
2060,Leslie speaker,284855,"[-2.7848918  -1.9744039   3.2580314  -3.4737334  -1.9779513   0.6805897
  5.80903     1.8887147  -1.6450056  -2.363081   -0.2983897   2.2850711
  0.72058517 -3.855518    0.9724296   1.7383606  -4.2067437   3.7474208
 -3.2508256   0.7506639  -3.0884743  -2.007244    0.9189362   0.98911875
 -3.6829753   3.823448   -1.5538437  -1.1681179  -0.04286831 -4.1152205
 -0.4631021  -1.11922     0.84422183  0.67311096  1.6019818   1.2174845
  0.08710181 -0.9478043   0.10182937 -1.0130644   1.1917055  -3.4453917
  0.711841   -3.4255977   0.821809   -0.15858786 -0.36693257  5.8854795
 -1.0767865  -7.8905153 ]",1
2061,Siege of Carthage (Third Punic War),266649,"[-0.50994176 -2.134669    0.566593    4.029449    3.5843863  -1.5682116
 -1.9160392  -0.6673456  -2.2316754  -0.32273674 -0.07885775  1.0674528
 -0.54884887 -3.4908285   2.987865   -0.6993928   2.6351786   2.2535098
 -1.5326502  -0.50854903 -3.2504048   2.1089454  -2.1175494  -3.4250517
 -0.86366254 -0.31847638 -1.9040958  -4.0933075   2.0976484   1.8023363
 -1.7616054   5.280461   -1.2182653  -1.7138209  -0.12090549  4.3068337
  0.28020945 -2.02565    -1.6374016   2.9109616   0.8193377   5.052439
  0.26190534 -2.8642805   0.8931077   2.4059584  -0.32695246  2.9176102
  2.0561576   2.0657837 ]",1
2062,USS Wisconsin (BB-9),196691,"[-2.3986952  -1.4615929  -0.3790528   0.41578203  1.1753138   3.3045697
  1.5558293   1.647794   -2.555178   -0.437309   -2.50965     1.5134915
 -2.285918   -1.7979131  -1.0955616   0.53029704  2.4393623   3.0776243
 -0.1216423  -0.24528748 -0.24466024 -1.329854   -1.901318    2.33253
 -0.4028375   2.7280054  -2.101931   -4.058578    1.7717612  -4.3879223
  0.7749259  -0.4667833   0.7514677  -2.1938179  -0.68862134  1.5592023
  1.0740105  -1.376561   -2.495962   -0.11060642 -1.1665167   5.522329
 -0.5068155  -4.2138586   1.8934646   1.7730622  -0.83448195  2.3831656
 -3.4551537   0.46507782]",1
2063,The Byrds,98648,"[-2.6561458  -4.7260094  -3.1109028  -8.757644   -5.259736    0.43470317
  3.2257574   3.453807   -2.145631    2.5782948   1.5865146   3.5781794
 -4.073389   -6.4556465  -0.2647166   1.3315732  -0.704969    5.0404477
  0.59388953  3.1816387  -1.4330866  -4.854646    0.56909555  4.164497
 -3.564289    6.204911   -2.3172915   3.5568562   3.0622373   0.22481325
 -0.29747233 -2.0810103  -2.6911917   0.9672037  -3.471504    1.4164544
  5.499343   -5.1455035  -0.36111727 -3.407061   -1.6889629  -1.6141375
  0.49514124 -1.5331409  -0.41277447  4.470907    4.064615    2.3196414
  1.2087452  -1.3349463 ]",1
2064,Battle of Bennington,39204,"[-2.3570390e+00 -2.5531429e-01 -8.4316903e-01 -2.0127745e+00
  1.0087491e+00 -3.0960965e+00 -1.9397085e+00 -1.3143762e+00
 -2.1226604e+00  1.9862094e+00  3.3819068e-02  1.0606266e+00
 -3.6452184e+00 -3.8714004e+00  3.6222084e+00 -1.9869616e+00
 -8.8727319e-01  2.5645504e+00 -1.5189430e-01 -4.0403283e-01
 -1.5100883e+00  6.8715972e-01 -2.1003788e+00 -9.4328409e-01
  1.0025145e+00  3.9900706e+00 -2.9956172e+00 -2.2136946e+00
  4.5865169e+00 -3.6187989e-01 -7.2422355e-01  4.2518234e+00
  1.1760327e+00 -4.6510720e+00  2.0459118e-01  2.1230347e+00
  2.3524756e+00  6.7592748e-02  3.7113854e-01  5.0987172e-01
 -3.6345753e-01  3.3542986e+00 -1.7970401e+00 -2.7536161e+00
 -1.8592639e+00  3.6269820e+00  1.8738396e+00 -4.2023142e-03
 -1.7098311e+00 -1.2294507e+00]",1
2065,Portrait of an American Family,306587,"[-6.970685   -1.9088738  -1.300521   -7.3471203  -3.114483    2.7185383
  0.750007    3.6477604  -1.3625729   0.7532315   1.5246774   1.4370452
  0.30318767 -1.8578386  -1.9543917   1.1026343  -1.6660125  -1.8203536
  0.16978619 -0.8120741   1.5199066  -4.8687963   2.547792    1.052324
 -1.3644259   1.8598714  -2.2975104   2.5404518   1.2807467  -1.822143
  0.9857217  -0.4984878   0.49859154  1.9237919   0.92030925  2.3377502
  0.8727553  -1.2987119  -1.8345317   0.23819917 -0.61067724 -0.84253955
  0.42926642 -4.466655   -3.2455208   1.3902953   1.3304352  -0.18400206
 -0.8691504  -0.22264147]",1
2066,Sexual selection,26789,"[-0.09461599 -0.9937128  -3.9844093   0.8904079  -1.4509305   0.32098556
  3.1686547   3.3642817   0.36729866  3.3310661   0.53059506 -3.3452358
 -0.02406072 -2.5598001  -0.9111287  -4.662043    2.0530834   3.2323577
 -2.3692157  -3.0904086  -0.31483942 -0.66154164 -2.4971192  -1.5481694
 -2.236813    1.2841977  -2.0502138  -1.676569   -4.0425005   0.61619747
  1.9402069  -1.4055542  -1.6394693   1.7302616   1.4062182   1.6097602
 -2.251617   -0.81574804  0.8296813  -1.4800576   0.40092066  0.5220961
 -0.07414499 -2.3343344   3.2503622   2.5554683   5.5779986  -1.338878
  2.2124956  -1.7264417 ]",1
