,title,page_id,doc2vec,quality
2067,Philippines,23440,"[-1.0018488  -1.2264968  -2.7046154   5.7878747  -0.65217555  0.5958635
  2.0656188  -0.7860072  -2.1385896   1.8241343   0.43172204  5.4108872
 -0.0235958  -4.2586446  -5.117521   -1.628332    1.180425   -1.519029
 -0.70138264 -0.36860806  1.0485526   0.16597177 -1.1459732  -2.3584774
 -0.04136979 -2.443006   -1.0116707  -2.6518202   0.33614072 -3.4064233
  2.40052     0.06242481 -3.2083294   1.4870551  -3.9463804   0.35183653
 -3.071676   -1.386289   -2.4096525   0.40681642  1.9526355  -4.5377526
 -1.4334977  -5.0414205   0.29275492  2.3226826  -3.645027    2.196431
 -5.1700873   0.53513724]",1
2068,X Japan,305752,"[-3.6200726  -0.03900399 -3.6287096  -3.8827224  -4.8231487   3.1749547
  4.8122134   2.5904572   0.20153949  1.899133    3.3509517  -0.30247185
  1.8274425  -5.0923834  -2.1706958   2.5941978   2.3664944  -2.2544463
  0.25734168  3.8202236   0.5643047  -6.7180977   0.26443964 -0.06364758
  2.4032497   1.1520202  -9.72761     4.8335214   0.86244226 -0.0474363
 -0.28959632 -1.0239028  -0.73999584  6.5497675  -3.2354734   1.2356218
  0.0454069  -4.5330977  -2.5187848  -2.1713011  -0.9054626   1.3283316
 -2.0454535  -4.6821737  -2.762454   -1.0914137  -1.7012566   2.6298606
 -1.2657835  -2.0204859 ]",1
2069,Heinkel He 111,174487,"[-8.618593   -0.2597858   5.6279173   6.950583    4.9019775   4.2317533
  6.2677207   2.9347892   2.686271   -2.1289165  -2.1110442   0.6203648
  0.68374467 -5.569626    1.1458061   2.4313195  -1.1585042   2.4827077
  0.55465317  0.6004316  -4.6359987  -0.4216425  -3.161305    0.73182786
  3.2583044   5.6610093  -4.2483244  -1.9771397   0.85764945 -0.01672992
  3.613057    0.44474834  5.5465746  -1.161496    0.7869861   3.301071
 -0.532558    0.9713219  -2.0401092   0.45040753  1.3563962   4.511501
  1.0092924  -4.9824543   6.979124    2.417878    2.4050884   8.69318
  0.99197507 -3.5313995 ]",1
2070,Mount Hood,183349,"[-1.3994524  -0.48524183 -0.7012172  -0.3405977   1.4004086   0.2205778
  3.076069   -0.46796376 -1.9372498   3.3338518  -0.2752341   1.4896377
 -3.5150652  -0.15501595  2.6109     -2.538091   -0.61482716 -1.3674833
 -0.95435184 -1.2498575  -3.0321865   1.1955392  -2.3566966   3.0630066
 -0.52540696  0.62702775 -2.0419726   1.2461748  -3.2232306  -2.7453086
  0.417284    0.39433596 -0.9924281  -2.9560363  -4.5306096   0.30229503
 -2.7095294  -1.1832092   0.585303    2.528896    1.686971    2.0266936
 -2.7668128  -1.168557    1.1148226   2.0833735   2.1834311   1.0660567
 -1.4638112   2.2988846 ]",1
2071,Patsy Cline,89644,"[-4.707378   -5.6498713  -0.23285176 -7.5819607  -2.0035653   5.7864604
  3.3608243  -0.23607294 -6.8397565   2.877564    1.1082463   2.2218397
 -0.7698967  -3.3610423   0.39853144  0.29579324 -3.1337512   3.5245965
  0.5264594   0.74866515 -1.1428746  -3.9377732   2.4164908   2.7331674
 -4.3451924   1.3306345  -2.3709474   3.8373811   2.3838327   1.9186982
  0.59542674 -0.6411972  -0.30488777 -0.7212541   0.03961984  1.8201216
  5.4792385  -2.3406098  -4.556468    1.4941229   3.419746   -2.16873
 -6.3891206  -3.1065905   0.5436878   1.192519    2.781484    0.5618596
  3.5725625  -1.6969622 ]",1
2072,Mars Society,19843,"[-6.2016220e+00 -2.8043168e+00 -2.1056974e+00 -6.7753159e-02
 -1.2530493e+00 -3.2615902e+00  1.5278116e-01  2.1129572e+00
  2.5171641e-01  3.8104944e+00  2.7408850e-01  2.6402249e+00
 -1.8067082e+00 -2.0329068e+00 -7.7702200e-01  6.2228642e-02
  2.0741725e+00 -1.6082256e+00  1.2485281e+00 -1.8296020e+00
 -1.4787815e+00  2.2643709e+00 -1.5092049e+00  1.7668509e+00
 -7.0381206e-01  1.0918708e+00  6.1075759e-01  7.9208571e-01
 -4.1081223e+00 -1.5811923e+00 -2.6163616e+00 -4.3999810e+00
  4.6583572e-01 -1.9189285e+00 -2.7233703e+00 -2.5336817e-01
 -3.6811233e+00 -1.9452157e+00  1.7245944e-01 -1.9748684e+00
  1.9585541e+00  3.2649715e+00 -1.1249266e+00 -8.9813197e-01
  4.1708252e-03 -1.3781198e+00 -5.5555719e-01  1.5081784e-01
 -3.6787100e+00 -4.5104713e+00]",1
2073,"Jesus College, Oxford",128345,"[-0.60588837 -5.2409363  -2.8713262   3.4892385   1.5619898  -0.7544156
  1.2936106   2.818956   -3.4739738  -0.6125607  -0.01088003  1.7227523
 -2.611354    1.9883454   3.70954    -1.6877202  -1.1463284   3.8266118
 -4.450703    1.5813092  -4.187862    3.630742    2.1961882   3.9881182
 -3.7000184   5.7577715  -2.3823025  -1.4615794  -4.4454894   1.4481398
 -1.010366    0.821757   -0.16651717 -1.2314787   2.1018252  -0.9937549
 -0.42932397 -1.6155921   1.9404783  -1.3471032  -5.049882    3.52927
  1.3511711   2.160812   -0.8730297   1.5664651  -2.3194802   1.1473466
  5.6093273   0.14346766]",1
2074,Fifteenth Amendment to the United States Constitution,31667,"[-4.6954     -1.5971522  -0.9140959  -0.8067517  -1.0318321  -2.0986319
  2.1860652   0.38034075 -5.384808   -1.6447988  -3.7045515   2.4273841
 -1.9295213  -1.2512298   1.7467425  -2.004158   -1.6414753   4.02777
 -2.940962   -0.05911448  0.4885662  -2.9761064  -3.3003345  -1.5551695
 -1.5177922  -2.1910863  -0.14465845 -0.71571493  1.2156525  -1.1277556
  2.9961915  -0.74184865 -2.6659675  -2.6100388   0.35405925  2.8621879
 -2.7233942  -0.9066127  -2.4583197  -2.2653506   2.014511    2.123225
 -0.03474323 -1.1862037  -3.73981     5.6676855   1.6158766  -2.2243226
 -0.7356603  -0.9159058 ]",1
2075,Isobel Gowdie,207949,"[-1.1361799  -2.945932   -3.3283608  -3.4081738  -1.7658364  -0.69632924
  1.5955771   3.1822445  -0.80353683  2.5284832  -1.0128167   0.8364878
 -3.2800293   2.758371   -0.9525319  -3.3291593  -0.7625232  -0.19624534
 -2.0314016   0.23340447 -1.7122456   3.7947156   3.7353888  -1.5950058
 -1.5228865   3.583039   -0.08687704  0.46782994 -2.9514916   2.6515684
  1.5793648   4.4223056  -0.4285232   1.5704503   0.76707333  4.022395
  0.21939248 -2.1170304  -2.1416037   0.4309887  -3.8473141   4.3022375
  1.032101   -1.7902652  -3.6524405   3.0892484   1.3825119  -0.7706349
 -0.7398656   0.63339865]",1
2076,Paul Kelly (Australian musician),43292,"[ 0.43629357 -2.7301772  -2.751843   -6.919568   -4.8369174   5.3328257
  3.5998893   2.6400375  -2.116593    2.5961797   3.6315327   5.6786404
 -0.59903955 -0.6754811  -1.2933677  -5.646157    0.15958798  2.038538
 -1.4241172   1.2111607  -1.781099   -0.66891897  2.1673038   2.6945317
  1.5806938   1.5884092  -3.4830537   3.0856783   0.70537204  0.506806
  3.149585    0.5908607  -0.93508774  1.5398395   2.4727564  -0.08832416
  3.017676   -3.206627   -2.993696   -1.6222175  -3.5321748   0.6802253
 -1.8794094   0.39670023  0.00994647 -1.6497586   2.6837618   1.7737992
  2.1649837  -1.6976961 ]",1
2077,Louis XVIII,62114,"[-4.142355    0.7827142  -2.428343    5.244741    2.2891257   0.27630165
 -1.7579315  -1.1495357  -2.2659273  -0.8571432  -1.4847383   4.920335
 -0.2688368   1.5932748  -2.6257885  -0.63632333 -2.3427699   0.92237425
  2.398257    1.8155354  -1.6912355  -3.4989781  -3.7786453  -3.2513473
 -1.7943854   2.870743   -0.87825423 -2.0454285  -3.469179    5.7072687
 -0.5725653   3.3671417   0.29752433  0.77548957  1.9903959   0.8936523
  2.2106993  -6.328148    1.5616797  -1.8541579   0.03806851  4.8170843
 -0.15334515 -6.352352   -3.0766637   8.057537    1.6746465   2.777079
 -0.8349239  -3.0091035 ]",1
2078,John Ogilby,142651,"[-1.4607251  -3.021345   -1.1969588   0.9193039   2.0144513   2.1050978
 -0.8719213  -0.6195953   0.5420892   1.3205758   0.40939415  1.5308456
  1.3527447   1.5379865   0.3801336  -1.4809995   0.68087286  2.7745798
 -3.454062    1.1172863  -0.9982473   3.2158723   0.03814883  0.5026748
 -0.27465674  2.9110174  -1.1574435  -0.57839364 -0.77079415  0.751094
  0.2771308   1.0434805  -0.64002573 -1.6063517   2.7688274   0.8221991
  2.0055966  -0.72100675  1.2921739   1.7311058  -1.7388599   1.2521567
  0.93978775 -2.8504996  -1.6635859   1.7853447  -0.67281216  0.15023969
  1.9326859  -1.715103  ]",1
2079,Gary Gygax,12848,"[-4.0394373  -7.0668697  -0.92164093  1.9988066  -0.7758512   0.02037734
 -5.418345    2.7113547  -0.12555589  0.8744008   1.2871528  -3.051982
 -0.74750555 -1.4488149   4.468      -0.01646055  1.9544253  -4.607036
 -4.551761   -1.9816535  -3.0927653  -1.6247635   0.48690283  4.3198647
  1.5745717  -1.1887305  -3.7702603  -4.5260553   2.2241223   0.15299278
 -1.3481159  -2.452214   -2.382672    2.0437028  -2.9752212   2.3390033
  0.99517536 -1.1010172  -1.1988246   2.2119098   0.55335826  4.5718865
  3.0340133  -3.090227   -5.7398653   0.8200522  -1.3829069  -2.017321
 -0.17143826 -6.490987  ]",1
2080,Sum 41,153364,"[-3.0755496e+00 -3.6205876e-01 -2.5213521e+00 -6.3305783e+00
 -2.5547009e+00  1.6647100e+00  9.1787696e-01  6.4264622e+00
  2.7104889e-03  4.1524758e+00  2.0009201e+00  4.1447082e+00
  5.0474413e-02 -2.8342483e+00  7.2267598e-01 -2.2204438e-01
  4.5789760e-01  1.8025483e+00  8.5328448e-01  1.0430234e-01
 -5.6107694e-01 -4.4551277e+00  1.7988516e+00  2.7472043e+00
  2.4204895e+00  2.0864577e+00 -3.6414523e+00  2.0785892e+00
  3.1234226e+00 -2.3594905e-01  1.0915115e+00  8.1927854e-01
 -2.3096979e-01  3.8424106e+00 -1.1113642e+00  3.4662366e+00
  1.6252717e+00 -4.2281494e+00 -9.3949383e-01 -3.4072161e+00
  1.3074585e+00 -3.8378420e-01 -1.2138146e+00 -4.3382177e+00
 -1.7349337e+00 -2.4029899e+00  5.6718218e-01  1.3669519e+00
  3.6107099e-01  7.1589631e-01]",1
2081,East Carolina University,89488,"[-2.0417159e+00 -3.8642941e+00 -1.9628499e+00  1.3623494e+00
 -2.8373921e-01  1.4350811e+00  1.4767697e+00  2.7284591e+00
 -5.4978867e+00  1.1128374e+00  1.1016290e+00  2.5781860e+00
  9.9769175e-01  3.0322626e-01  2.0733859e-01 -3.4844171e-02
 -4.8034537e-01  2.8757805e-01  2.9424992e-01 -1.1632928e+00
 -5.3800404e-01 -3.8460806e-01  4.2019961e-03  2.3505952e+00
 -8.2164608e-02  2.2525003e+00 -4.4173274e+00 -3.2065902e+00
 -1.2174193e-01 -2.9191794e+00 -7.9715866e-01 -1.2914549e+00
 -2.9668560e+00 -2.2646484e+00  3.3282720e-02 -1.2332860e+00
 -4.3593574e+00  5.7479811e-01 -1.5892199e+00 -2.0658011e+00
 -1.6178118e+00  1.8489368e+00 -3.2792702e-01  3.6557698e+00
  2.3593578e+00 -9.9243283e-01 -1.5484746e+00  3.3309898e-01
 -2.1090534e+00 -1.7001716e+00]",1
2082,Stefan Vladislav,256527,"[ 0.08505522  3.4741564  -4.7874217   4.762051   -0.87657475  3.141706
 -0.3154647   1.4396219   0.47455272  0.5344491  -1.9921067   2.094667
  3.5637074  -0.9152495   0.2784809   1.8928212  -1.584093    0.5388003
 -1.5689361   2.9667535  -4.2394805   0.77768177 -0.93424475 -1.5472722
  1.0146571  -0.28146738 -1.1005019  -0.51515687  0.70558774  2.34945
  1.8620424   3.2800345  -1.9031013   1.0709292  -4.006742    3.9806933
  0.3531995  -5.837518    0.4227269  -0.2639769  -1.8004365   1.0037602
 -1.6528839  -3.991473   -0.9758638   3.4535677  -0.89186233  1.8485504
  0.12299901 -0.2566816 ]",1
2083,Heraclius,13956,"[ 0.08591045  0.08719068 -4.074445    4.480926   -1.5299344   1.1376833
 -1.2585026   0.93105704  0.41740397 -0.55168873 -1.3389034   3.3405466
  2.7446473  -3.0143723   1.7068065   0.5948768  -0.6799079  -0.13312584
 -0.42410836  4.3612556  -3.4790182   4.758409   -2.9372272  -0.69331723
 -2.205236   -0.7126096  -2.53109    -2.5666006   2.8938656   3.3306756
  1.8770783   4.887239   -1.7674212  -0.3169502  -2.5464196   6.095968
  0.49080902 -2.5499458  -1.499606    1.7997268   0.9780679   4.271891
 -2.5961175  -3.673697   -2.8355806   1.1414998  -0.26202616  0.253701
  3.1284518   3.8696344 ]",1
2084,New Jersey Route 64,158490,"[-3.067726   -0.3427004  -0.85474837 -0.5682738  -0.6782239   1.1546211
  0.6715448  -0.27567044 -1.6284217   0.97744405 -0.7380788   0.3802671
  0.4980269  -0.49722174 -0.06524908 -0.8088752   0.22120635  1.9933325
  1.1487061  -0.18467024 -1.5409707  -0.04655153 -2.0479684   2.1071553
 -0.55535346 -0.1550154   0.6399865  -1.7818145   0.09247338 -0.38018414
  0.34557492  0.3794149  -1.0483115  -0.9172117  -1.1555893   1.6769783
 -1.0033872  -1.3473351   1.0256914   0.5270722  -0.67941505  0.7360487
 -0.15042622 -1.1062651   0.20735309  0.7481451   0.27043673  0.4314706
  1.7775006   0.43073305]",1
2085,National Register of Historic Places,64065,"[-3.4676316  -2.5564306  -3.3283193  -0.40266538  0.30943772 -0.03449653
  0.7094901   0.17754693 -1.138754    1.425628   -0.51877934  1.2612283
 -2.8152926   0.8314327  -1.0792481   1.2006842  -2.8564756   1.033007
  1.6943021  -3.4801471   0.9196538  -1.8975459   0.71424043  2.068459
 -0.801242    0.72645855 -1.9061376  -2.8252933  -3.4375772   0.079547
  2.273172    2.51547    -3.2367268  -4.0991015  -1.1013901   0.10222699
 -5.4746356  -1.4536368   0.6420129  -4.4062424   3.9796948   0.86296916
 -0.6031768  -2.3854854  -2.1683836   3.737346   -0.2056238   2.99607
  3.4510975  -2.2932649 ]",1
2086,Josef Mengele,84508,"[-6.413041   -1.4616867  -0.3920993   0.01633504  2.2730339   5.76115
 -0.7988954   2.8509521  -2.4186692   3.043296   -2.3034768  -1.8652065
 -2.2835608  -0.02272116 -5.072384    2.3060207  -0.9619804  -3.6476645
 -0.53280836 -2.1400125   0.4752205   1.296831    0.25716427 -0.59929
  2.3654327  -2.183837   -5.6485996  -1.1051754   0.99660003  1.821958
 -0.43678746  2.4765184   4.672782   -3.5203023   2.073363    3.8540628
  0.39516136 -5.9750586  -3.749838   -1.7074935  -1.9930011   1.4629241
 -0.5330896  -1.4854996  -1.4691539  -0.31595692  2.3746793   0.89111316
 -3.3504739   0.19291113]",1
2087,Slipknot (album),159162,"[-3.6671634e+00  9.3475837e-01 -2.2160699e+00 -5.7919378e+00
 -2.6304882e+00  3.9462140e+00  1.3258638e+00  2.8694739e+00
 -2.6934123e-01  6.4379030e-01  1.3110709e+00  1.0430535e+00
  8.9651531e-01 -1.2109723e+00 -8.1795698e-01  1.2104830e+00
 -4.0608111e-01  3.5449404e-01 -1.2104733e+00  2.7145642e-01
 -1.5764015e+00 -3.8972380e+00  3.0681584e+00  2.0971906e+00
 -2.7615821e-01  2.1117857e+00 -2.9049070e+00  1.8733758e+00
 -7.4718878e-02 -2.8681974e+00  3.1793979e-01  6.9927186e-01
 -1.3698677e+00  2.0028677e+00 -1.0647171e+00  2.5863328e+00
  3.7552085e-02  4.4583336e-02  4.0013015e-01 -3.0140999e-01
 -4.9357037e-03 -1.9160864e+00  7.3121631e-01 -3.6407235e+00
 -3.4908266e+00 -7.1837842e-01  3.5454457e+00  7.0346749e-01
 -4.4730935e-01 -3.1103694e-01]",1
2088,Physical Graffiti,50246,"[-4.6540365  -1.8041946  -1.9899772  -6.098675   -1.1134132   1.0108294
  2.9299095   2.4116242   0.19732434  0.22059415  1.7884678   0.6509207
 -1.580543   -2.5082192  -2.6908035   0.03229413  0.18327238  0.43593097
 -1.2662053   0.03917619 -2.699609   -2.4890747   3.2254744   2.0636928
 -1.5479512   2.9963841  -2.694179    3.0956478   2.1958945  -1.7612046
 -0.1287465  -0.61944836 -1.2743984   1.3416806   0.9129588   1.7859638
  1.6559517  -1.805602    0.04856263  0.10425839 -1.7141429   1.8358016
  2.3386939  -4.3056946  -1.1206323  -0.21777317  0.08313507  2.481341
 -0.40642932 -0.8908831 ]",1
2089,Deftones,103959,"[-5.1964574  -0.7725954  -2.5732503  -6.192034   -3.0918965   5.236255
  2.9652455   2.0544076  -0.16169186  4.2612305   2.9126213   0.23548067
 -1.3860319  -4.389646    1.1721174   2.0626502  -1.5000215  -1.494976
 -1.4437406   2.57066    -1.1206803  -6.003573    1.6973898   2.0515037
 -1.143645    1.89528    -3.8574915   2.6588502   1.8289353  -3.022244
 -0.49174973 -1.9556171  -1.5596021   3.454381   -3.7796347   2.3979182
  0.2166664  -3.0768468  -1.1836226  -1.0925332   0.8324595  -1.4568226
 -1.7968295  -3.7050118  -2.482155   -2.1137123   1.4993054   0.97118914
 -2.574353   -0.26976523]",1
2090,Justin I,47969,"[-1.2301999   1.5560544  -4.181615    5.3118753  -2.4286506   0.5823004
 -1.0024585   0.56140935 -0.72036946 -0.7014605  -0.44329986  1.1909018
  3.8499644  -1.627566    0.55407226  0.8280713   0.22118872  1.1965184
 -0.02912286  4.2505846  -3.0368764   2.4691763  -0.31585637 -2.7517884
 -2.6646035   1.6217436  -1.2304876  -2.6367118   1.7619828   3.043218
  1.1326296   2.108816   -2.476683    0.2742404  -0.95480484  3.9900649
  0.45919743 -3.9618406  -0.48084158 -0.02170691  0.29151627  0.8971884
 -1.1274257  -2.9940758  -0.20695704  2.3930893  -1.0639046   0.9320673
  3.030001    1.70584   ]",1
2091,Villanelle,32683,"[-1.0448982  -1.5747064  -1.717341   -0.8661502  -2.0016618   0.21828774
  0.7708619  -1.8738933   0.38043544  0.24582535 -1.185601    0.34706867
  0.16406076  0.4007389   0.3442969  -1.0874325  -0.03197954  1.4985857
 -0.5758172  -1.7674767  -1.9833305   2.176711   -0.8533786   0.7479504
 -1.2714632  -0.07550313 -2.40422     0.6588645  -1.665164   -2.2289276
  4.3625827   2.6422863  -1.5175676   1.5252085   2.292657    1.8881826
  2.2687297  -1.2308588   2.0273483   0.40119824 -2.2958295  -0.13394365
 -0.43138617 -1.7737421  -2.3442175   2.6556675   1.5245278   0.8167295
  1.1168245  -1.0952723 ]",1
2092,Prion,23048,"[-0.44327486 -2.7373707  -4.621222    1.5205173  -3.9672446  -0.92600185
  5.944659    5.2965336  -0.10487451  3.7803555  -1.5579567  -5.0557137
  1.8426278   1.6982708  -1.1259208  -0.9798671   3.025428    1.1917572
  0.10790935 -4.9017644  -1.0396228  -2.404096   -2.02476    -1.2259719
  0.05460902 -0.29799283 -2.4846742  -4.6768136  -4.4953227  -1.5990766
  2.2396746  -0.36590415  3.039988   -2.6028495   0.5883329   8.712137
 -3.3239512  -8.875044    2.2026558  -2.1914883   1.7754776  -3.7697747
 -1.3064945   0.14297086 -0.35229936 -0.44986403  3.8278184   0.9876991
 -1.9933385  -4.5723786 ]",1
2093,Love Hina,76793,"[-5.825303   -2.21692    -1.0048912   0.9970351  -1.4281188   3.5654252
  4.622099   -0.25478783 -0.7018174   1.3424462   1.1388166  -0.9968365
  5.18048    -1.6883565  -1.4178733  -2.0138693   4.729466   -1.3931395
 -0.41887882 -0.43452293  0.98218024 -0.03263891  0.9034384   2.21837
  0.8724712  -1.4352661  -4.3749914  -2.2864995   0.8634809  -1.6758194
  1.9436255  -0.19168341  1.4443301   5.5752907  -1.9287188   1.4174409
  0.8101512  -0.52395463 -1.8209459  -1.1885403  -1.6548252   2.8511653
 -1.1491657  -5.2343745  -1.2850085  -1.8055838   1.2100784  -4.4606614
 -1.2117174  -5.4096417 ]",1
2094,Sputnik 1,28484,"[-8.373029    1.7730277   1.6113707   2.7145047  -1.568061   -0.77815783
  3.2482815  -0.7235175   0.79142904  1.0454918  -1.707169    4.4795775
 -3.8435915  -2.5650768   0.90399796  2.8920233   1.0712419   1.2636124
  0.21925357  1.9595308  -3.2130208   3.6617992  -3.5304883   0.61766803
  0.9217746   2.0054262  -2.6917899   1.193055   -3.2811604  -2.648584
 -1.2965031  -1.2710178   2.847642   -3.1288087  -2.4096723  -0.29280326
 -0.23831055 -0.10187093 -2.7801666   1.1702988   5.291625    2.0226202
 -0.17996396 -2.1653817   2.4314528  -1.3417588   0.8874717   1.3245211
 -1.496851   -3.2439194 ]",1
2095,Nobel Prize,21201,"[-1.5734496  -4.6531467  -0.6722849   4.516938   -2.8167582   1.8556588
  0.21634266  3.4361446   0.71343845  1.0551332  -5.0443115   2.48551
 -3.6156619  -0.1376817  -2.1854093   2.7074893   0.91706765  0.44170827
  2.350477   -0.23256807  0.01574887 -0.08014371 -0.7335739   0.7620269
  0.8399882  -1.5121212  -2.3080535   0.5733409  -6.3671064   1.8600571
 -0.9433108  -0.09146776 -0.15448034 -3.0847383   2.671348    2.5303867
 -3.0190194  -6.20743    -1.8621819  -2.086886   -0.07768218  1.7032617
 -1.5469421  -1.9220966  -3.8541985  -1.1875123   1.8059727   1.6956861
  3.036146    0.80894953]",1
2096,Prime number,23666,"[-5.4873109e+00 -2.2813427e+00 -2.1423674e-01  2.9993792e+00
 -2.3046049e-01 -1.6929854e+00  3.1954703e+00  5.3378019e+00
  1.7872928e+00  2.7781763e+00  2.4225628e+00 -2.5474596e+00
  3.4194114e+00 -3.3250802e+00  8.0488706e-01 -2.3158977e+00
  3.8328991e+00  2.6793218e+00 -1.0975645e+00 -8.3221316e-02
 -7.9542403e+00  5.6334291e+00  2.4417613e+00 -5.4609984e-01
 -1.3783798e-01 -2.4154148e+00 -5.9771600e+00 -3.8212385e+00
 -3.0804093e+00 -4.0995641e+00  4.1180888e-01  1.2691258e+00
 -1.2024719e+00 -3.1007926e+00  5.3448853e+00  6.2944565e+00
 -5.1779395e-01 -1.8496954e+00  3.7110374e+00 -3.8003213e+00
  3.7851787e+00  1.1208729e-03  2.5722938e+00  9.5631289e-01
 -1.5972786e+00 -5.7210283e+00  1.5240859e+00  5.0959744e+00
  7.1555319e+00 -3.1316403e-01]",1
2097,USS North Dakota (BB-29),191493,"[-1.3797321  -0.3470273  -0.0228832   0.8693239   0.8812326   1.7947098
  0.6685008   2.344869   -1.9380047  -0.36015868 -1.6331935   1.7330804
 -1.4919562  -0.82119846 -1.2307227   0.5550265   1.1002109   2.0248394
  0.77538186 -0.9306982  -0.29625487 -0.1801059  -1.1838471   1.1013014
 -0.54622906  1.6988491  -2.2155209  -3.0936277   1.102552   -1.5343693
  1.1476502  -0.37645864 -0.04849883 -1.4836935  -1.040723    1.0184172
  0.30962825 -1.176571   -0.9373503   0.17914668 -1.0981525   3.2137148
  0.211755   -1.7536407   1.4647566   1.5962012   0.39881274  1.7437147
 -0.34422094 -0.5275158 ]",1
2098,Nablus,233369,"[-2.5985537  -0.10628171 -5.9219933   6.2721934   1.2399669   2.2590957
 -0.06875478 -0.17645288 -2.6783998   1.0082268   1.3669417   3.226218
 -1.8310568  -0.5509116   0.6530091   0.3497473   1.5671873  -3.1645408
  2.4049044   2.1278145  -6.3441257   4.645583    3.4604132  -1.7850827
 -0.03889102 -3.2365687  -3.3283782  -0.3842133   3.9760234   2.339857
  1.2336197   3.4528244  -2.0631025   2.326328    0.48953095  6.154062
 -5.365939   -2.3504765  -2.9034662   1.5634373   1.1582125  -3.3959873
  0.93752897 -1.9345609   1.9338181   1.2340423  -5.5148625   3.6696885
  1.3333197   5.0410523 ]",1
